UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
7868,L55047,-1,300.5,312.0,1461,38.1,39,0,1
7869,H37282,1,300.4,311.9,1438,46.7,41,0,4
7870,M22729,0,300.5,312.0,1779,27.7,46,0,1
7871,M22730,0,300.6,312.1,1293,52.3,49,0,1
7872,L55051,-1,300.6,312.2,1308,54.7,52,0,1
7873,L55052,-1,300.6,312.3,1532,37.2,54,0,1
7874,L55053,-1,300.7,312.4,1470,38.6,56,0,1
7875,L55054,-1,300.7,312.3,1548,37.9,58,0,1
7876,L55055,-1,300.7,312.3,1898,24.0,60,0,1
7877,H37290,1,300.7,312.2,1335,49.0,62,0,1
7878,L55057,-1,300.7,312.3,1420,53.8,67,0,1
7879,L55058,-1,300.7,312.3,1418,49.0,69,0,1
7880,M22739,0,300.8,312.3,1535,40.3,71,0,1
7881,H37294,1,300.7,312.4,1457,47.2,74,0,1
7882,L55061,-1,300.8,312.4,1493,39.1,79,0,1
7883,H37296,1,300.7,312.3,1670,27.3,81,0,1
7884,H37297,1,300.7,312.3,1446,45.4,86,0,1
7885,L55064,-1,300.8,312.4,1465,59.1,91,1,3
7886,L55065,-1,300.7,312.3,1590,36.3,93,0,1
7887,M22746,0,300.6,312.2,2174,18.5,95,0,1
7888,L55067,-1,300.7,312.4,1590,37.9,98,0,1
7889,L55068,-1,300.7,312.3,1577,33.2,100,0,1
7890,M22749,0,300.7,312.4,1371,61.7,102,0,1
7891,L55070,-1,300.8,312.4,1767,25.6,105,0,1
7892,L55071,-1,300.8,312.5,1517,39.2,107,0,1
7893,M22752,0,300.9,312.6,1555,40.6,109,0,1
7894,L55073,-1,300.9,312.7,1416,43.8,112,0,1
7895,M22754,0,300.8,312.6,1588,35.6,114,0,1
7896,L55075,-1,300.8,312.6,1422,50.0,117,0,1
7897,L55076,-1,300.8,312.6,1376,53.6,119,0,1
7898,L55077,-1,300.8,312.5,1434,50.7,121,0,1
7899,L55078,-1,300.8,312.5,1423,47.3,123,0,1
7900,L55079,-1,300.9,312.4,1364,52.5,125,0,1
7901,L55080,-1,300.8,312.4,1825,23.8,127,0,1
7902,L55081,-1,300.8,312.4,1365,44.5,129,0,1
7903,M22762,0,300.7,312.3,1430,47.2,131,0,1
7904,L55083,-1,300.8,312.3,1435,44.8,134,0,1
7905,M22764,0,300.8,312.4,1811,25.1,136,0,1
7906,M22765,0,300.8,312.4,1465,43.7,139,0,1
7907,L55086,-1,300.9,312.4,1372,51.0,142,0,1
7908,L55087,-1,300.8,312.3,1858,26.3,144,0,1
7909,L55088,-1,300.7,312.3,1715,26.8,146,0,1
7910,L55089,-1,300.7,312.2,1590,38.5,148,0,1
7911,M22770,0,300.8,312.2,1664,25.7,150,0,1
7912,L55091,-1,300.7,312.1,1512,36.9,153,0,1
7913,L55092,-1,300.7,312.1,1498,44.0,155,0,1
7914,L55093,-1,300.7,312.1,1395,41.9,157,0,1
7915,H37328,1,300.7,312.1,1490,43.1,159,0,1
7916,H37329,1,300.8,312.1,1527,35.1,164,0,1
7917,L55096,-1,300.8,312.1,1512,37.1,169,0,1
7918,L55097,-1,300.9,312.1,1474,42.4,171,0,1
7919,L55098,-1,300.8,312.1,1505,41.3,173,0,1
7920,L55099,-1,300.8,312.0,1496,40.0,175,0,1
7921,L55100,-1,300.8,312.0,1382,49.3,177,0,1
7922,L55101,-1,300.7,311.9,1419,47.7,179,0,1
7923,L55102,-1,300.7,311.9,1462,39.7,181,0,1
7924,M22783,0,300.8,312.0,1450,45.0,183,0,1
7925,H37338,1,300.7,311.9,1389,46.5,186,0,1
7926,M22785,0,300.7,311.9,1697,28.2,191,0,1
7927,L55106,-1,300.7,311.9,1335,57.1,194,1,2
7928,L55107,-1,300.7,311.9,1476,42.0,196,0,1
7929,L55108,-1,300.6,311.7,1497,43.6,198,0,1
7930,M22789,0,300.6,311.6,1669,29.2,200,0,1
7931,L55110,-1,300.6,311.6,1455,48.0,203,0,1
7932,L55111,-1,300.7,311.7,1499,38.4,205,0,1
7933,L55112,-1,300.7,311.8,1478,41.9,207,0,1
7934,L55113,-1,300.8,311.8,1928,21.8,209,0,1
7935,M22794,0,300.8,311.9,1621,28.3,211,0,1
7936,M22795,0,300.8,311.9,1356,44.3,214,0,1
7937,L55116,-1,300.8,311.7,1490,46.4,217,0,1
7938,L55117,-1,300.8,311.7,1578,31.4,219,0,1
7939,L55118,-1,300.8,311.7,1681,31.3,221,0,1
7940,L55119,-1,300.8,311.8,1417,43.4,223,0,1
7941,M22800,0,300.7,311.7,1532,40.0,0,0,1
7942,M22801,0,300.7,311.7,1499,38.9,3,0,1
7943,L55122,-1,300.8,311.7,1432,45.8,6,0,1
7944,L55123,-1,300.8,311.7,1753,29.0,8,0,1
7945,L55124,-1,300.8,311.7,1414,49.0,10,0,1
7946,L55125,-1,300.8,311.7,1655,32.2,12,0,1
7947,L55126,-1,300.8,311.6,1516,35.6,14,0,1
7948,L55127,-1,300.8,311.7,1426,45.5,16,0,1
7949,L55128,-1,300.8,311.7,1479,39.4,18,0,1
7950,M22809,0,300.7,311.5,1569,36.4,20,0,1
7951,L55130,-1,300.8,311.6,1568,36.0,23,0,1
7952,M22811,0,300.9,311.8,1843,24.5,25,0,1
7953,M22812,0,300.9,311.9,1480,40.9,28,0,1
7954,L55133,-1,301.0,312.0,1447,36.8,31,0,1
7955,L55134,-1,301.0,311.9,1454,41.9,33,0,1
7956,M22815,0,300.9,311.9,1310,56.1,35,0,1
7957,H37370,1,300.9,311.9,1513,38.0,38,0,1
7958,H37371,1,300.9,311.9,2140,16.5,43,0,1
7959,L55138,-1,301.0,312.1,1377,49.9,48,0,1
7960,L55139,-1,301.0,312.1,1585,32.3,50,0,1
7961,H37374,1,301.1,312.2,1491,42.6,52,0,1
7962,L55141,-1,301.0,312.2,1264,59.0,57,0,1
7963,L55142,-1,301.0,312.2,1372,47.0,59,0,1
7964,L55143,-1,301.0,312.2,1510,39.9,61,0,1
7965,L55144,-1,300.9,312.1,1423,40.2,63,0,1
7966,L55145,-1,301.1,312.3,1464,35.3,65,0,1
7967,L55146,-1,301.0,312.2,1602,35.9,67,0,1
7968,M22827,0,301.0,312.2,1629,32.6,69,0,1
7969,L55148,-1,300.9,312.2,1811,23.2,72,0,1
7970,L55149,-1,300.9,312.1,1711,28.8,74,0,1
7971,M22830,0,300.9,312.1,1297,48.6,76,0,1
7972,L55151,-1,301.0,312.1,1405,46.1,79,0,1
7973,L55152,-1,301.1,312.2,1397,54.9,81,0,1
7974,L55153,-1,301.1,312.3,1682,29.7,83,0,1
7975,L55154,-1,301.2,312.3,1528,38.4,85,0,1
7976,M22835,0,301.2,312.3,1548,38.3,87,0,1
7977,H37390,1,301.2,312.4,1395,47.8,90,0,1
7978,L55157,-1,301.2,312.4,1378,59.0,95,0,1
7979,L55158,-1,301.2,312.4,1480,53.5,97,0,1
7980,M22839,0,301.2,312.4,1428,36.6,99,0,1
7981,M22840,0,301.2,312.4,1505,39.6,102,0,1
7982,L55161,-1,301.0,312.3,1445,36.4,105,0,1
7983,L55162,-1,301.0,312.3,1488,42.6,107,0,1
7984,L55163,-1,301.0,312.2,1601,33.0,109,0,1
7985,L55164,-1,301.0,312.3,1550,34.9,111,0,1
7986,L55165,-1,301.0,312.2,1540,34.1,113,0,1
7987,L55166,-1,301.1,312.3,1587,34.5,115,0,1
7988,H37401,1,301.0,312.2,1489,40.3,117,0,1
7989,L55168,-1,301.1,312.3,1486,34.9,122,0,1
7990,L55169,-1,301.1,312.4,1430,37.9,124,0,1
7991,M22850,0,301.1,312.4,1809,25.1,126,0,1
7992,L55171,-1,301.1,312.3,1534,39.0,129,0,1
7993,M22852,0,301.1,312.3,1852,25.9,131,0,1
7994,L55173,-1,301.1,312.3,1595,31.9,134,0,1
7995,L55174,-1,301.0,312.3,1424,43.5,136,0,1
7996,L55175,-1,301.0,312.2,1776,28.8,138,0,1
7997,M22856,0,301.0,312.2,1499,41.5,140,0,1
7998,M22857,0,301.0,312.2,2710,9.7,143,1,3
7999,L55178,-1,300.9,312.1,1359,51.7,146,0,1
8000,M22859,0,300.9,312.1,1617,31.0,148,0,1
8001,M22860,0,300.8,312.0,1443,53.3,151,0,1
8002,L55181,-1,300.8,312.0,1374,50.2,154,0,1
8003,M22862,0,300.9,312.1,1851,23.0,156,0,1
8004,M22863,0,300.8,312.0,1274,67.3,159,0,1
8005,L55184,-1,300.9,312.0,1533,44.0,162,0,1
8006,L55185,-1,300.8,312.0,1477,37.3,164,0,1
8007,L55186,-1,300.9,312.1,1462,46.0,166,0,1
8008,M22867,0,301.0,312.1,1664,28.4,168,0,1
8009,L55188,-1,300.8,311.9,1414,41.1,171,0,1
8010,H37423,1,300.9,312.0,2129,17.8,173,0,1
8011,L55190,-1,300.8,311.8,1323,61.1,178,0,1
8012,L55191,-1,300.8,311.8,1427,43.3,180,0,1
8013,M22872,0,300.9,312.0,1375,56.1,182,0,1
8014,M22873,0,300.9,312.0,1402,50.7,185,0,1
8015,L55194,-1,300.9,312.0,1500,44.2,188,0,1
8016,M22875,0,301.0,312.0,1558,37.5,190,0,1
8017,M22876,0,300.9,312.0,1447,41.4,193,0,1
8018,L55197,-1,301.0,312.0,1518,39.3,196,0,1
8019,L55198,-1,301.0,311.9,1889,23.5,198,0,1
8020,L55199,-1,301.0,312.1,1675,30.7,200,0,1
8021,H37434,1,300.9,312.0,1720,27.9,202,0,1
8022,M22881,0,301.0,312.0,1499,34.6,207,0,1
8023,L55202,-1,300.9,312.0,1441,43.8,210,0,1
8024,H37437,1,300.9,312.0,1397,42.7,212,0,1
8025,L55204,-1,300.9,312.0,1493,38.7,217,0,1
8026,M22885,0,300.8,312.0,1422,50.7,219,0,1
8027,L55206,-1,300.7,311.9,1399,50.2,222,1,2
8028,L55207,-1,300.6,311.9,1425,44.9,224,0,1
8029,L55208,-1,300.6,311.8,1501,44.8,226,0,1
8030,M22889,0,300.6,311.9,1629,35.3,0,0,1
8031,L55210,-1,300.6,312.0,1490,42.2,3,0,1
8032,L55211,-1,300.7,312.0,1550,32.4,5,0,1
8033,L55212,-1,300.8,312.0,1416,46.5,7,0,1
8034,L55213,-1,300.7,311.9,1485,38.8,9,0,1
8035,L55214,-1,300.7,311.8,1564,36.8,11,0,1
8036,L55215,-1,300.7,311.7,1910,19.7,13,0,1
8037,L55216,-1,300.7,311.7,1460,46.1,15,0,1
8038,L55217,-1,300.7,311.8,1603,34.1,17,0,1
8039,L55218,-1,300.7,311.8,1486,47.3,19,0,1
8040,L55219,-1,300.8,311.9,1560,31.8,21,0,1
8041,L55220,-1,300.8,311.9,1498,39.3,23,0,1
8042,H37455,1,300.8,311.9,1431,48.5,25,0,1
8043,L55222,-1,300.8,311.9,1486,45.1,30,0,1
8044,L55223,-1,300.7,311.9,1486,35.8,32,0,1
8045,L55224,-1,300.7,311.8,1441,38.1,34,0,1
8046,M22905,0,300.7,311.9,1366,55.1,36,0,1
8047,L55226,-1,300.6,311.8,1471,41.4,39,0,1
8048,L55227,-1,300.6,311.9,1463,38.2,41,0,1
8049,L55228,-1,300.6,311.9,1413,41.3,43,0,1
8050,H37463,1,300.6,311.9,1604,30.5,45,0,1
8051,L55230,-1,300.7,312.0,1401,51.1,50,0,1
8052,L55231,-1,300.6,311.8,1652,27.2,52,0,1
8053,L55232,-1,300.5,311.9,1403,45.7,54,0,1
8054,L55233,-1,300.5,311.9,1887,21.7,56,0,1
8055,L55234,-1,300.4,311.8,1405,47.9,58,0,1
8056,H37469,1,300.2,311.6,1496,41.1,60,0,1
8057,L55236,-1,300.1,311.5,1499,43.4,65,0,1
8058,L55237,-1,300.2,311.5,1549,37.2,67,0,1
8059,L55238,-1,300.3,311.6,1515,44.9,69,0,1
8060,L55239,-1,300.2,311.6,1540,37.7,71,0,1
8061,H37474,1,300.2,311.5,1426,44.3,73,0,1
8062,M22921,0,300.2,311.6,1465,41.4,78,0,1
8063,M22922,0,300.3,311.6,1359,54.1,81,0,1
8064,M22923,0,300.3,311.7,1551,36.4,84,0,1
8065,L55244,-1,300.5,311.8,1596,34.8,87,0,1
8066,M22925,0,300.5,311.9,1670,26.3,89,0,1
8067,L55246,-1,300.4,311.9,1868,21.3,92,0,1
8068,M22927,0,300.6,312.0,1490,39.8,94,0,1
8069,M22928,0,300.5,311.9,1676,35.2,97,0,1
8070,M22929,0,300.5,311.9,1875,22.1,100,0,1
8071,M22930,0,300.5,312.0,1867,23.0,103,0,1
8072,L55251,-1,300.5,312.0,1646,29.5,106,0,1
8073,H37486,1,300.5,312.0,1375,43.2,108,0,1
8074,L55253,-1,300.5,312.0,1558,36.7,113,0,1
8075,L55254,-1,300.4,312.0,1631,34.9,115,0,1
8076,L55255,-1,300.4,312.0,1366,43.0,117,0,1
8077,L55256,-1,300.3,311.8,1360,48.0,119,0,1
8078,L55257,-1,300.3,311.8,1547,39.7,121,0,1
8079,L55258,-1,300.3,311.7,1571,31.2,123,0,1
8080,L55259,-1,300.2,311.5,1528,36.1,125,0,1
8081,H37494,1,300.2,311.5,1432,43.6,127,0,1
8082,L55261,-1,300.2,311.6,1356,53.5,132,0,1
8083,H37496,1,300.1,311.5,1422,46.2,134,0,1
8084,L55263,-1,300.1,311.4,1438,42.2,139,0,1
8085,L55264,-1,300.2,311.4,1483,44.4,141,0,1
8086,L55265,-1,300.2,311.4,1331,49.8,143,0,1
8087,L55266,-1,300.2,311.4,1463,37.5,145,0,1
8088,L55267,-1,300.1,311.4,1446,40.6,147,0,1
8089,L55268,-1,300.1,311.4,1356,45.7,149,0,1
8090,L55269,-1,300.1,311.3,1676,30.3,151,0,1
8091,L55270,-1,300.1,311.4,1910,23.0,153,0,1
8092,L55271,-1,300.2,311.6,1375,56.9,155,0,1
8093,M22952,0,300.2,311.6,1513,40.8,157,0,1
8094,L55273,-1,300.2,311.6,1511,35.7,160,0,1
8095,H37508,1,300.2,311.6,1662,28.8,162,0,1
8096,L55275,-1,300.2,311.7,1493,48.3,167,0,1
8097,M22956,0,300.2,311.7,1555,37.4,169,0,1
8098,L55277,-1,300.3,311.7,1452,41.5,172,0,1
8099,L55278,-1,300.2,311.6,1500,39.0,174,0,1
8100,L55279,-1,300.2,311.7,1603,30.5,176,0,1
8101,L55280,-1,300.3,311.7,1682,27.8,178,0,1
8102,L55281,-1,300.3,311.8,1567,37.7,180,0,1
8103,L55282,-1,300.3,311.8,1413,46.0,182,0,1
8104,M22963,0,300.3,311.9,1429,41.6,184,0,1
8105,L55284,-1,300.3,311.9,1692,31.5,187,0,1
8106,L55285,-1,300.4,311.9,1476,48.7,189,0,1
8107,M22966,0,300.4,312.0,1596,30.4,191,0,1
8108,H37521,1,300.3,311.9,1390,49.0,194,0,1
8109,M22968,0,300.3,311.8,1607,33.7,199,0,1
8110,L55289,-1,300.3,311.7,1821,26.3,202,0,1
8111,H37524,1,300.3,311.8,2141,18.5,204,0,1
8112,M22971,0,300.4,311.8,1553,33.1,209,1,5
8113,M22972,0,300.4,311.8,1442,45.1,0,0,1
8114,L55293,-1,300.4,311.7,1459,45.6,3,0,1
8115,H37528,1,300.4,311.8,2496,13.5,5,0,1
8116,L55295,-1,300.4,311.8,1367,57.2,10,0,1
8117,L55296,-1,300.3,311.8,2004,19.6,12,0,1
8118,L55297,-1,300.3,311.7,1406,47.5,14,0,1
8119,L55298,-1,300.3,311.8,1548,33.0,16,0,1
8120,L55299,-1,300.3,311.7,1333,55.2,18,0,1
8121,L55300,-1,300.2,311.6,1767,26.4,20,0,1
8122,L55301,-1,300.2,311.6,1827,27.0,22,0,1
8123,M22982,0,300.2,311.6,1533,46.4,24,0,1
8124,H37537,1,300.2,311.5,1515,36.8,27,0,1
8125,L55304,-1,300.2,311.4,1568,41.0,32,0,1
8126,L55305,-1,300.2,311.4,1452,47.8,34,0,1
8127,L55306,-1,300.2,311.4,1433,37.9,36,0,1
8128,M22987,0,300.1,311.3,1650,33.8,38,0,1
8129,L55308,-1,300.1,311.4,1629,31.3,41,0,1
8130,L55309,-1,300.0,311.3,1520,39.2,43,0,1
8131,H37544,1,300.0,311.2,1393,43.1,45,0,1
8132,H37545,1,299.9,311.2,1364,49.6,50,0,1
8133,M22992,0,299.9,311.3,1389,50.0,55,0,1
8134,L55313,-1,299.8,311.1,1466,46.1,58,0,1
8135,L55314,-1,299.7,311.1,1650,32.4,60,0,1
8136,L55315,-1,299.6,311.0,1554,36.3,62,0,1
8137,M22996,0,299.6,310.9,1474,39.7,64,0,1
8138,H37551,1,299.5,310.8,1600,32.4,67,0,1
8139,L55318,-1,299.5,310.8,1356,54.9,72,0,1
8140,L55319,-1,299.5,310.8,1571,38.2,74,0,1
8141,L55320,-1,299.6,310.9,1658,28.0,76,0,1
8142,L55321,-1,299.6,310.8,1393,49.9,78,0,1
8143,M23002,0,299.7,311.0,1448,49.8,80,0,1
8144,L55323,-1,299.7,310.9,1477,40.4,83,0,1
8145,M23004,0,299.7,311.0,1506,42.7,85,0,1
8146,M23005,0,299.7,310.9,1685,32.1,88,0,1
8147,L55326,-1,299.6,310.9,1533,31.8,91,0,1
8148,L55327,-1,299.5,310.8,1447,41.0,93,0,1
8149,M23008,0,299.5,310.7,1488,39.5,95,0,1
8150,M23009,0,299.6,310.8,1427,50.4,98,0,1
8151,M23010,0,299.5,310.7,1424,41.3,101,0,1
8152,L55331,-1,299.5,310.7,1472,40.9,104,0,1
8153,L55332,-1,299.5,310.7,1438,45.7,106,0,1
8154,L55333,-1,299.6,310.8,1507,42.4,108,0,1
8155,L55334,-1,299.6,310.7,1393,52.1,110,0,1
8156,L55335,-1,299.5,310.8,1283,52.4,112,0,1
8157,L55336,-1,299.6,310.8,1644,30.9,114,0,1
8158,L55337,-1,299.6,310.8,1498,46.9,116,0,1
8159,L55338,-1,299.6,310.8,1400,40.8,118,0,1
8160,H37573,1,299.6,310.9,1679,31.2,120,0,1
8161,M23020,0,299.7,311.1,1618,30.3,125,0,1
8162,H37575,1,299.6,311.0,1714,30.2,128,0,1
8163,L55342,-1,299.6,311.0,1574,35.0,133,0,1
8164,L55343,-1,299.7,311.1,1574,36.4,135,0,1
8165,L55344,-1,299.6,310.9,1472,40.9,137,0,1
8166,L55345,-1,299.6,311.0,1552,33.2,139,0,1
8167,L55346,-1,299.7,311.1,1603,31.4,141,0,1
8168,H37581,1,299.7,311.1,1353,47.1,143,0,1
8169,L55348,-1,299.7,311.1,1690,30.6,148,0,1
8170,M23029,0,299.8,311.2,1745,26.3,150,0,1
8171,L55350,-1,299.9,311.3,1522,45.7,153,0,1
8172,H37585,1,300.0,311.4,1641,34.5,155,0,1
8173,L55352,-1,299.9,311.4,1596,28.9,160,0,1
8174,H37587,1,299.9,311.4,1497,37.0,162,0,1
8175,L55354,-1,299.9,311.3,1371,52.3,167,0,1
8176,M23035,0,299.9,311.3,1445,41.2,169,0,1
8177,L55356,-1,299.8,311.2,1564,40.0,172,0,1
8178,L55357,-1,299.7,311.1,1439,44.9,174,0,1
8179,L55358,-1,299.7,311.2,1352,52.1,176,0,1
8180,L55359,-1,299.8,311.3,1560,35.4,178,0,1
8181,M23040,0,299.7,311.2,1616,42.3,180,0,1
8182,L55361,-1,299.7,311.2,1835,23.7,183,0,1
8183,M23042,0,299.7,311.1,1649,32.7,185,0,1
8184,L55363,-1,299.8,311.1,1452,47.3,188,0,1
8185,L55364,-1,299.8,311.1,2144,17.7,190,0,1
8186,L55365,-1,299.7,311.1,1554,41.0,192,0,1
8187,L55366,-1,299.7,311.0,1827,25.4,194,0,1
8188,L55367,-1,299.6,310.9,1448,46.3,196,0,1
8189,M23048,0,299.6,310.9,1530,38.8,198,0,1
8190,L55369,-1,299.7,311.0,1983,21.0,201,0,1
8191,M23050,0,299.7,310.9,1620,37.2,203,0,1
8192,M23051,0,299.6,310.9,1630,29.8,206,0,1
8193,L55372,-1,299.6,310.9,1229,65.2,209,1,2
8194,L55373,-1,299.5,310.8,1873,22.3,211,0,1
8195,L55374,-1,299.4,310.7,1426,45.7,213,0,1
8196,L55375,-1,299.4,310.8,1376,53.9,215,1,2
8197,L55376,-1,299.4,310.8,1622,33.6,217,0,1
8198,M23057,0,299.4,310.7,1492,45.7,219,0,1
8199,M23058,0,299.3,310.7,1374,48.9,222,0,1
8200,L55379,-1,299.2,310.7,1737,27.0,225,1,5
8201,L55380,-1,299.3,310.8,1426,42.4,0,0,1
8202,M23061,0,299.3,310.9,1826,25.1,2,0,1
8203,L55382,-1,299.3,310.9,1669,32.4,5,0,1
8204,M23063,0,299.4,310.9,1473,40.1,7,0,1
8205,L55384,-1,299.4,310.9,1751,27.8,10,0,1
8206,M23065,0,299.4,310.9,1446,47.3,12,0,1
8207,L55386,-1,299.3,310.8,1483,43.5,15,0,1
8208,L55387,-1,299.2,310.7,1535,42.6,17,0,1
8209,L55388,-1,299.2,310.7,1477,44.0,19,0,1
8210,L55389,-1,299.3,310.8,1391,46.9,21,0,1
8211,H37624,1,299.2,310.7,1636,29.4,23,0,1
8212,L55391,-1,299.2,310.6,1675,33.3,28,0,1
8213,H37626,1,299.2,310.5,1329,48.9,30,0,1
8214,M23073,0,299.2,310.5,1548,33.5,35,0,1
8215,L55394,-1,299.2,310.5,1391,45.8,38,0,1
8216,L55395,-1,299.1,310.5,1437,43.1,40,0,1
8217,L55396,-1,299.2,310.6,1370,61.9,42,0,1
8218,L55397,-1,299.1,310.6,1577,37.1,44,0,1
8219,L55398,-1,299.1,310.5,1485,37.8,46,0,1
8220,L55399,-1,299.0,310.4,1504,34.3,48,0,1
8221,M23080,0,298.9,310.3,1551,35.2,50,0,1
8222,M23081,0,299.1,310.5,1428,43.0,53,0,1
8223,L55402,-1,299.0,310.5,1755,27.9,56,0,1
8224,L55403,-1,299.1,310.5,1329,54.9,58,0,1
8225,L55404,-1,299.1,310.5,1496,35.2,60,0,1
8226,L55405,-1,299.1,310.5,1532,36.6,62,0,1
8227,L55406,-1,299.1,310.5,1389,61.4,64,0,1
8228,M23087,0,299.1,310.4,1524,51.4,66,0,1
8229,M23088,0,299.1,310.4,1422,49.3,69,0,1
8230,L55409,-1,299.1,310.5,1739,27.4,72,0,1
8231,L55410,-1,299.1,310.5,1736,26.9,74,0,1
8232,L55411,-1,299.1,310.5,1419,48.8,76,0,1
8233,L55412,-1,299.1,310.6,1326,49.7,78,0,1
8234,M23093,0,299.1,310.6,1449,43.2,80,0,1
8235,L55414,-1,299.2,310.6,1534,39.7,83,0,1
8236,M23095,0,299.2,310.6,1443,50.9,85,0,1
8237,L55416,-1,299.2,310.6,1498,41.1,88,0,1
8238,L55417,-1,299.1,310.6,1796,26.0,90,0,1
8239,L55418,-1,299.1,310.4,1519,45.3,92,0,1
8240,L55419,-1,299.0,310.4,1339,49.6,94,0,1
8241,L55420,-1,299.0,310.4,1483,41.5,96,0,1
8242,M23101,0,298.9,310.2,2099,20.0,98,0,1
8243,M23102,0,299.0,310.3,1689,29.7,101,0,1
8244,H37657,1,299.1,310.4,1369,54.5,104,0,1
8245,L55424,-1,299.0,310.4,1512,38.8,109,0,1
8246,M23105,0,299.0,310.3,1303,68.6,111,1,3
8247,L55426,-1,299.0,310.3,1552,39.9,114,0,1
8248,L55427,-1,299.0,310.4,1713,28.0,116,0,1
8249,L55428,-1,298.9,310.3,1456,44.1,118,0,1
8250,L55429,-1,299.0,310.4,1524,39.8,120,0,1
8251,M23110,0,299.0,310.4,1394,45.2,122,0,1
8252,L55431,-1,299.0,310.4,1981,21.2,125,0,1
8253,L55432,-1,299.0,310.4,1565,36.1,127,0,1
8254,L55433,-1,299.1,310.4,1657,31.0,129,0,1
8255,M23114,0,299.0,310.4,1625,37.1,131,0,1
8256,L55435,-1,299.0,310.4,1606,31.1,134,0,1
8257,H37670,1,299.0,310.5,1336,56.8,136,0,1
8258,M23117,0,299.0,310.6,1587,34.2,141,0,1
8259,L55438,-1,299.1,310.6,1602,39.7,144,0,1
8260,L55439,-1,299.1,310.5,1471,38.4,146,0,1
8261,H37674,1,299.1,310.6,1332,48.0,148,0,1
8262,H37675,1,299.2,310.6,1434,48.4,153,0,1
8263,L55442,-1,299.1,310.6,1921,23.9,158,0,1
8264,H37677,1,299.2,310.6,1704,30.6,160,0,1
8265,M23124,0,299.1,310.6,1397,49.5,165,0,1
8266,H37679,1,299.1,310.6,1791,28.0,168,0,1
8267,L55446,-1,299.1,310.6,1818,24.1,173,0,1
8268,L55447,-1,299.2,310.7,1540,36.3,175,0,1
8269,M23128,0,299.2,310.8,1502,39.8,177,0,1
8270,H37683,1,299.2,310.8,1761,30.4,180,0,1
8271,M23130,0,299.1,310.8,1517,38.4,185,0,1
8272,L55451,-1,299.1,310.7,1309,51.1,188,0,1
8273,L55452,-1,298.9,310.6,1363,52.6,190,0,1
8274,M23133,0,299.0,310.6,1787,22.2,192,0,1
8275,L55454,-1,298.9,310.5,1640,29.2,195,0,1
8276,M23135,0,298.9,310.6,1720,25.3,197,0,1
8277,L55456,-1,298.8,310.5,1384,52.8,200,0,1
8278,H37691,1,298.8,310.5,1294,55.8,202,0,1
8279,L55458,-1,298.8,310.5,1464,46.4,207,0,1
8280,L55459,-1,298.8,310.6,1803,25.4,209,0,1
8281,L55460,-1,298.8,310.6,1602,39.1,211,0,1
8282,H37695,1,298.9,310.6,1519,38.8,213,0,1
8283,M23142,0,298.9,310.7,1638,33.6,218,0,1
8284,H37697,1,298.9,310.6,1615,33.0,221,0,1
8285,L55464,-1,298.8,310.6,1651,33.3,0,0,1
8286,L55465,-1,298.9,310.6,1387,52.7,2,0,1
8287,M23146,0,298.8,310.5,1678,32.8,4,0,1
8288,L55467,-1,298.9,310.6,1585,38.1,7,0,1
8289,M23148,0,298.8,310.6,1640,33.8,9,0,1
8290,L55469,-1,298.9,310.6,1406,43.8,12,0,1
8291,M23150,0,298.9,310.6,1679,35.8,14,0,1
8292,L55471,-1,298.9,310.5,1717,26.9,17,0,1
8293,H37706,1,298.9,310.5,1429,39.9,19,0,1
8294,M23153,0,298.9,310.4,1533,44.4,24,0,1
8295,M23154,0,298.9,310.5,1525,38.5,27,0,1
8296,L55475,-1,298.9,310.4,1739,26.3,30,0,1
8297,L55476,-1,298.9,310.3,1436,39.0,32,0,1
8298,M23157,0,298.8,310.2,1595,33.1,34,0,1
8299,H37712,1,298.7,310.1,1435,45.6,37,0,1
8300,L55479,-1,298.7,310.0,1637,31.8,42,0,1
8301,L55480,-1,298.7,310.1,1558,37.6,44,0,1
8302,M23161,0,298.7,310.1,1644,34.1,46,0,1
8303,L55482,-1,298.7,310.1,1641,31.1,49,0,1
8304,L55483,-1,298.8,310.2,1504,41.0,51,0,1
8305,M23164,0,298.7,310.1,1506,50.7,53,0,1
8306,H37719,1,298.8,310.1,1380,44.0,56,0,1
8307,M23166,0,298.7,310.1,1549,42.5,61,0,1
8308,M23167,0,298.7,310.1,1402,69.7,64,1,3
8309,L55488,-1,298.7,310.1,1401,45.3,67,0,1
8310,M23169,0,298.7,310.0,1459,40.2,69,0,1
8311,L55490,-1,298.7,309.9,1465,39.7,72,0,1
8312,M23171,0,298.8,310.0,1295,52.7,74,0,1
8313,M23172,0,298.8,310.0,1529,38.5,77,0,1
8314,M23173,0,298.8,310.0,1484,44.9,80,0,1
8315,L55494,-1,298.8,309.9,1739,30.6,83,0,1
8316,H37729,1,298.7,309.8,1422,40.7,85,0,1
8317,L55496,-1,298.8,309.8,1463,40.0,90,0,1
8318,L55497,-1,298.7,309.7,1667,30.4,92,0,1
8319,H37732,1,298.7,309.7,1565,39.3,94,0,1
8320,L55499,-1,298.7,309.7,1393,45.7,99,0,1
8321,M23180,0,298.8,309.7,1453,47.7,101,0,1
8322,L55501,-1,298.8,309.6,1442,50.0,104,0,1
