Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
0,302.1603602699589,310.6418914172842,1284,62.39143857119504,143
-1,297.72014628191806,308.50453790233655,1476,40.25989028856144,220
0,300.41163355174416,310.2058167758721,1669,30.5,233
0,302.4211434132605,310.80946982470465,1373,47.73942829336975,68
-1,302.8530631272126,311.3530631272126,1313,60.71505649073617,41
-1,300.830862302304,310.9541328407205,1370,55.97740337913698,204
-1,303.24228764684665,311.24228764684665,1357,47.292027055853495,30
-1,298.8920521899144,308.26575156422456,2556,12.913150312844916,155
0,300.7983510870784,309.71562534475174,1534,36.91527762455476,207
-1,301.6425317018889,309.9,1316,50.04081473245656,187
0,297.7745244545539,308.2153002709126,1333,70.82503533450942,150
-1,299.59634686533593,308.7044166401717,1330,59.628244211925306,186
-1,298.50440853848227,307.92615200551677,1509,31.739277879171297,208
0,302.49611529126474,311.01766917475885,1362,44.64718046117366,65
0,297.40244513830356,308.32084924178577,1339,60.34298661892848,206
-1,299.46226006306256,309.32551898387834,1408,64.36833142958871,190
0,301.63058283837194,310.6511438161213,1380,51.31791927035911,60
0,300.8348328946892,310.3348328946892,1364,64.53313791145503,208
-1,300.9198351102846,311.88118616998327,1371,59.36626062934708,211
0,302.1810930553952,310.69676513877664,1337,55.13781388920958,202
-1,302.14592132984706,310.4648033246177,1351,47.58881994770603,164
0,302.37946898541134,311.36968621865213,1633,34.009058655956395,228
0,302.23065632688974,310.68953659929787,1336,65.73721959578712,190
-1,302.86009093739,310.788163687302,1351,45.64218249736036,9
-1,299.3381550183563,310.00144650550686,1374,55.97052401468504,201
0,302.4,310.4916808087487,1372,45.928777759410586,144
0,302.2300438690081,310.14391027008884,1367,51.6670209385566,12
0,300.60711916967216,309.83411206979355,1808,26.011049699149922,222
0,298.5065752309961,309.86193874584137,1401,68.47993607243694,63
-1,300.54012274616855,309.7284458506545,1379,51.18173826859831,217
0,300.30908379165743,311.518986265123,1552,33.46366483337031,208
-1,301.5344844584322,311.495739865167,1527,37.926367568534424,209
-1,302.7,310.53100992454546,1353,42.683782849546155,10
1,302.7,310.79990365019285,1275,55.000048174903576,24
0,298.50554393037754,309.02017782257246,1481,55.01174688039489,181
-1,302.3334658936195,310.8334658936195,1377,47.12658582397171,22
-1,299.0875532332362,308.8547385151847,1413,55.41739821489315,215
-1,302.22357734235567,311.86129294881096,1288,68.33474127225371,1
0,303.40609575280206,311.86426702696144,1309,54.15068239442694,84
-1,299.4256391069752,309.43730639720826,1381,56.94576879906942,203
-1,299.0843154313461,308.95185852784914,1313,63.44886664961028,195
-1,303.6030982795706,312.9323150336024,1365,59.91230635752684,205
-1,302.98145022940355,311.62450382850744,1336,56.996030628059344,187
0,301.74556657939735,310.18797214949774,1337,59.09051697210936,110
-1,298.55908393722297,309.47090072466756,1360,60.811374094165515,187
0,299.9226712254055,310.3246201512533,1548,35.009315098378046,206
-1,300.3666005205224,310.43320104104487,2497,13.288866840174139,172
-1,299.3951410991645,309.45125397849614,1343,60.40078364794774,190
-1,298.0395059186802,308.3580236747209,1350,56.864209984668996,203
0,301.8704536898785,311.94227221392714,1250,64.79736633998391,205
-1,301.4999802753421,311.2106303240745,1369,56.80855554337006,90
0,299.11940543839796,310.51940543839794,1371,53.25808301034771,227
-1,302.22199252650984,310.28900373674503,1341,60.53092152835351,107
-1,303.3974269864843,311.99782283471745,1520,35.89757542957173,214
0,302.14205473789167,310.8869356526074,1331,54.095449701969564,200
-1,301.8704655133326,310.3704655133326,1311,57.89008835083126,40
-1,301.7171621747944,311.3060641844521,1270,64.22168079140364,184
-1,298.24730006423437,309.01942924963606,1268,68.34897472700398,189
0,298.01881371463327,308.6913654605685,1339,60.799613841057436,206
0,301.6009364954069,310.1009364954069,1362,55.775651119420004,70
0,302.37859595004875,310.32140404995124,1312,55.54790163687837,86
-1,297.57377184375434,308.61721480469294,1368,50.43708889648026,220
-1,302.2598546403365,311.1380893165778,1313,67.48440280549836,45
0,300.776222703153,309.89281872143476,1364,49.4466498082731,214
0,299.6,309.3882420574429,1873,23.387450529503806,222
0,299.35422730850917,309.0777399221818,1349,55.1134923268362,199
0,301.3929279788925,309.677171191557,1282,68.2491315233772,110
-1,301.5275254707399,310.0922034192124,1310,57.87969478450472,40
-1,302.5610245266671,311.4658964608337,1442,59.83775748979127,168
0,301.3920071707543,311.2047956975474,1562,37.00189487163365,212
0,297.8918990973778,308.8,1326,59.853698790044234,204
0,297.7478993903365,307.577450711274,1606,35.92254928872596,222
-1,297.2058709895349,307.505137115843,1367,53.79339513677324,217
-1,298.48240856788783,309.417306596834,1372,57.61730659683404,205
-1,297.6137236875619,308.10686184378096,1312,61.097712718739686,194
0,301.63167341610693,310.92780701860863,1647,32.68342105582588,230
-1,299.26271434587005,308.5676857664207,1319,63.096557229080375,188
-1,299.42910047194965,309.1236582215993,1273,68.65820094389939,71
0,300.7837562694981,310.5354433892346,1352,57.59008643720196,208
-1,297.55078461228527,308.34973846257157,1367,51.17800768042696,219
0,301.265920858894,311.1831002684044,1234,65.03156203987324,178
-1,302.33010517609347,310.7951577641402,1343,48.581266248681644,151
0,302.27418064752464,310.61926453267233,1374,48.41023215644146,19
-1,302.80536392808915,310.9026819640446,1355,45.00287379663215,113
-1,299.9342404694,310.5007877760579,1465,48.7696267948842,212
-1,297.4680563506137,308.29145916814446,1382,56.236180277285186,201
-1,300.34195152155553,309.41242051823934,1515,33.01837739531198,211
-1,300.5837931200998,310.6136206954192,1438,46.23189652290418,217
-1,299.81381225565235,310.42954605754267,1207,65.17360070283542,190
0,302.65002101361614,310.685027317701,1360,52.5900462299555,10
-1,302.6,310.4,1362,62.07880992681279,73
0,299.60308125980725,309.57744835534805,1621,34.96545636607411,221
-1,303.38705655008323,311.61636012285595,1363,56.06741068068307,87
-1,299.7465205278352,309.98074361119313,1289,69.23822695846864,59
0,302.5497754512894,310.4751122743553,1307,54.59910180515766,16
-1,302.37282276997445,310.25435446005105,1346,60.37529636309885,106
-1,301.44015080619954,309.726767204133,1317,49.799535980924496,186
0,299.3621928158242,308.4598007844463,1542,37.5358804706678,203
0,303.0258049386777,311.14730905424256,1371,54.312902469338866,116
0,303.3576944185416,312.53956345505947,2706,9.793956345505944,61
0,299.8378939281123,309.8638082595399,1327,58.54369505916783,202
0,299.88624493829974,309.7842368395794,1399,43.44583298788813,221
-1,302.2397414279941,311.22508632512853,1286,65.56646591366618,11
0,299.17171641120063,310.02076958410055,1288,61.79810634579975,213
-1,303.8814682593829,312.79628472696004,1362,62.267875341291585,199
0,301.56110318414187,310.0342526534515,1338,59.73613885550355,111
0,302.0769528336059,310.43539056672114,1370,49.5765659967291,149
0,302.4,310.3,1374,51.98432323533798,161
0,298.8048037877145,308.398404179547,1595,36.66160235099521,225
0,301.5220652964099,310.2565238302466,1262,61.357481417010696,91
0,300.29807893485656,311.3352002315529,1694,29.18143935165183,216
0,302.70923777480425,311.33935967446865,1386,52.679938345581355,136
0,300.98207772229875,310.97264075923374,1378,58.86642115008297,138
0,302.0413220648834,310.1880169026749,1376,49.22686386454043,162
0,302.32339259629356,310.906683598941,1366,48.59716616875985,129
0,301.7896117445113,309.886895446743,2676,10.78158208510253,84
0,301.43053649825464,309.9404598556468,1343,55.689290125718784,111
-1,299.0,310.4,1366,50.628124763481246,226
-1,296.55200136100405,307.31644618350515,1370,52.95555177498877,217
-1,302.4175144114544,311.4268834066817,1528,37.04623318663651,208
-1,303.4750771584585,311.9127700546047,1364,53.70246907067187,30
-1,301.72810961058235,310.11423440117585,1323,49.02559526819741,78
-1,301.6409964659567,310.71024911648914,1380,51.64626325266253,217
-1,301.5974900771288,309.6360494980407,1441,44.894980154257546,232
-1,300.82970076893275,309.9539711818143,1507,47.747284821974375,230
-1,298.82113696969043,308.5994229292867,1412,54.36283383835788,216
-1,299.14728163693337,309.54510694648013,1278,60.13953877229996,209
-1,298.69974725773886,309.59974725773884,1362,59.36860435733554,192
0,299.2989233025097,309.9585385212526,1355,52.33115348123427,212
-1,299.83529332165494,309.85345999690867,1290,65.1683400133958,15
0,303.3523375839491,311.59064966420345,1310,57.81299328406903,43
-1,303.5673461524088,312.8807760531764,1509,34.46280396929601,205
-1,299.0357808390359,310.1454137131805,1317,54.46606036298659,230
-1,299.17264151306614,310.27264151306616,2004,20.45094342044101,166
0,300.23784538314453,310.83485847661416,1431,48.61035910280925,225
0,302.4,310.34810268616235,1373,49.87717613053569,158
0,297.8316443802573,307.47974822303314,1605,36.020251776966866,224
0,302.3458067485659,310.8187101228488,1348,46.93999539722857,144
-1,301.8227228951989,310.3443798767046,1331,61.79195749448889,47
0,298.36328299910446,308.4653131996418,1266,68.73387472014329,106
0,301.0147633170571,310.80449318345217,1387,58.42810906476544,61
0,302.62396981827237,312.1450893131967,1450,52.20559747462168,212
0,300.68956361904503,309.60765334603366,1994,19.850094628583697,203
-1,302.8161139584064,310.6881519445418,1359,54.63064516116874,65
-1,301.3580627268662,310.62862776486355,1353,58.09234087170334,194
-1,302.7,310.6479577264128,1364,46.016795202766204,10
0,298.01439915483064,308.2540865890568,1327,72.85057655879108,173
-1,302.52852002483866,310.92852002483863,1330,56.68324781122627,96
-1,296.05347926796975,306.62603595084494,1372,56.00813134117278,214
-1,301.90411156569445,310.4024669394166,1369,51.725491707305565,153
0,301.4026792907461,310.1138135752764,1375,51.601861047305505,24
0,299.23472535122295,310.2760739434597,2721,9.317302815526357,135
0,302.4561148109998,310.85611481099977,1356,55.719425945001,101
0,298.1822469026972,308.40720406041015,1404,54.66698193613537,218
-1,299.19219770726147,310.2306372487138,1362,59.86170343910777,188
0,302.4016702449402,310.80167024494017,1352,52.87787319840484,103
-1,297.4032034851818,308.398932171606,1368,50.612280026530286,219
0,303.0,311.0984871566114,1371,54.14720281774738,116
-1,302.4687682721332,311.59320175141806,1527,37.01901498822437,206
-1,298.26223443567477,308.4048937742699,1406,55.70699926093143,219
-1,299.81848907410176,310.9821868889221,1365,58.92226638884738,189
0,302.8723934643273,310.9103082357891,1344,53.61350850058176,4
0,300.7807972965462,309.47444594563666,1365,61.891878383812916,44
0,298.23285417008384,308.695578777857,1396,50.717684888571895,211
-1,299.6630500126897,309.2440673150133,1311,63.41965963637147,190
-1,300.5404304442498,311.6905649580778,1398,50.71860105618819,221
0,302.94099589861065,311.3907378821859,1375,49.04819388502639,60
-1,301.06600319020515,311.77184590844575,1336,58.174767267566054,188
-1,297.460247666247,307.7277167079661,1366,53.5072213754721,217
-1,299.1581572781769,309.3837316837436,1375,56.96511950512307,203
-1,302.0179534998935,310.4707720999361,1368,52.43131169933976,153
-1,297.74322156712356,308.1716107835618,1312,61.07612973881274,193
0,300.76969026215914,309.8732384354396,1261,62.54992486752131,93
0,298.30433799562644,309.30179178080226,1336,56.097736697934025,205
0,302.14284941969254,310.6699945937848,1337,55.21430116061488,203
-1,301.68668659331996,309.9,1316,49.24112058764917,187
-1,298.1934083345614,308.6132345751736,1615,34.18344396995898,220
0,300.84878514899515,309.90449588357586,1329,53.64602066181566,203
-1,299.4694516680825,308.7828422033417,1266,67.46863118663322,77
-1,299.9885582520432,309.7606801135485,1449,42.529543019355046,208
0,302.1727043388453,311.53018456411826,1364,62.734644054914725,206
-1,300.3405373952288,310.5294167906561,1437,46.652916046719426,218
-1,302.9076137400679,311.4076137400679,1377,44.15145607419349,28
0,302.4,310.65503815385875,1364,52.754236000574544,152
0,299.32762983108154,309.2687382350886,1936,22.54474033783695,201
0,302.1950151366076,310.16334342440507,1377,49.56188362470843,164
0,301.04778772698575,309.57389386349286,1308,58.581871996326065,21
0,302.48867580490975,310.21509892678694,1329,50.54715375624559,147
-1,299.6663903237661,310.7996683885193,1364,59.150414514350864,189
-1,301.30486495390363,312.0529575569411,1366,58.95782251084476,193
-1,300.30003841055577,310.0889187637656,1414,60.97045003670825,210
-1,299.3653829963828,310.03842592042093,1378,53.7961489891483,216
-1,300.0301955624566,309.3476466718424,1305,64.92919980863266,42
-1,302.3008619569031,310.25043097845156,1370,49.76249837509447,165
0,302.2482115518307,310.6482115518307,1356,56.75894224084648,104
0,302.55632559196897,312.07156927613204,1411,53.556325591968935,244
0,302.6254628986407,311.0763886959221,1282,68.21006891378585,114
-1,299.1549388047055,308.6237839324565,1298,65.6257982892737,38
-1,299.45508456259427,309.1830504287869,1274,68.71016912518854,70
0,300.0289302886189,309.17334885823203,1265,69.03553485569059,116
0,300.6607733197265,309.59829449216204,1998,19.723252147290996,201
-1,298.2594765851718,308.78534041797985,1604,36.08534041797984,219
0,302.36212553759236,310.6810627687962,1355,50.02060446946985,123
0,302.2516619934372,311.0095078796506,1342,60.38258145731832,3
0,302.31705217121373,310.87157971464376,1359,44.75029553340353,67
-1,299.9752693736487,310.2322583029923,1288,69.20644870349376,61
0,302.2765300669249,310.2176867112833,1376,49.965300669249274,164
-1,302.6658287450015,310.6430479083358,1346,47.71398265918137,170
0,297.13768148804013,308.1442037201003,1319,61.613044464120335,201
0,300.03779695588656,309.5916662137762,1349,59.54553547166581,204
0,301.9807618897433,310.5064127034189,1369,45.01882587992465,85
-1,301.4572358043766,310.6061556444202,1627,29.581533066739404,228
0,299.16368710447864,308.9095653076089,1364,51.4524867724778,216
0,297.15014830912327,307.8584239666865,2768,7.725420209182671,160
-1,302.9669748707217,311.1310315126149,1261,65.59138970584786,200
-1,299.1,309.8821981809262,1319,54.527598440793895,225
0,302.3344680907206,310.4663829773198,1365,66.11404256769482,82
-1,302.2322833975375,310.53543320492497,1348,47.867323940631,162
0,299.25558794751504,309.5371994759789,2094,16.97397641905123,137
-1,302.89179277876656,311.0223903716887,1309,52.062310831850176,41
-1,302.02046155649566,310.69254949434657,1286,63.78090124575033,18
-1,302.51251873274157,311.09767147035257,1335,61.21149278630437,88
-1,302.1024369296771,312.58067440163757,1517,37.29756307032292,210
-1,298.38832652659,309.14163263294984,2603,12.29542857846756,108
-1,301.81708609716526,310.29296541970245,1326,50.2984989392638,81
-1,301.7309742625684,311.3008846515368,1270,64.27433937604204,184
-1,301.9665151918548,310.79441919864246,1613,29.248345660410433,234
0,302.3940458505677,310.4,1297,58.1065644196069,20
0,301.6092921390832,310.1092921390832,1326,48.402568632013065,77
0,302.03510239485286,310.5688779935661,1368,46.64897605147108,70
0,300.9497014399172,310.31090950999226,1381,54.444212110561345,70
0,297.6236334552026,308.76781090962373,1290,61.844177454421136,199
0,302.1567201027644,310.55672010276436,1334,55.69247835577044,110
0,301.17737487892015,311.1440489393652,1701,29.716662969777474,217
-1,301.45348931051853,311.14526018582336,1451,48.64812424451283,211
0,298.5676215638406,308.7,1425,61.068767440449285,121
0,302.494321052984,310.9680329827851,1321,57.47013964766618,87
0,302.46415610102974,311.5463774083012,1227,68.42521488513495,187
-1,299.6906166915459,310.8837132265802,1270,62.21487906092964,195
0,299.7097949511379,309.7239849683833,1336,63.95742994826365,206
0,302.37590620117965,311.9947548144605,1411,53.65863540039321,243
0,297.50185795189947,307.9897923683911,1318,67.21832784329051,27
-1,298.6691243372055,309.4230414457352,1337,56.05898618475494,205
-1,300.31088804772406,310.1784437326896,1453,45.48399767062053,209
0,302.06231585455504,310.61521067274873,1293,62.946420108952466,101
0,301.9177200338401,310.89657413357185,1336,63.781689264460596,0
0,303.4630803452233,312.346671609767,1284,70.55077379363105,94
0,302.8992509455951,311.97406368199387,1234,65.83093001403903,193
0,296.9733333102702,307.8874666592865,1258,68.91253334071352,101
-1,302.75332181369,310.83479049556774,1329,61.56800863246752,54
0,303.48325066731894,312.06865700073377,1369,54.84809233194734,111
0,300.281265703007,310.0276035343526,1581,37.578026988073326,226
0,300.62368058676327,309.1632332690736,1362,57.1615460435606,33
-1,301.1250273842234,310.58549623803634,1355,58.274972615776626,193
0,303.12051784211525,312.2007397744504,2707,9.760073977445039,39
0,301.6181996384394,310.0818330320328,1352,59.39993465905542,109
0,303.3889526526727,311.3922018724748,1307,54.02209469465459,43
-1,302.78886179896716,311.4747302357064,1314,64.69509233271862,43
0,303.0991564598091,311.69746937942733,2694,10.176054425238613,72
-1,300.0523856680689,309.8047713361378,2516,13.184128556022959,174
-1,297.14991742110624,307.88284910113765,1315,61.36175300698304,199
0,299.35932963016177,308.4520943094103,1541,37.476846973595414,203
-1,299.266920008945,310.00461713774575,1432,49.12191716010822,229
-1,299.6036330378458,308.8983605600074,1517,33.210722034607144,208
0,302.3537304703307,310.4,1296,58.48956053185822,20
0,302.4339711316509,310.67671478058185,1359,49.8947297926388,67
-1,301.9509708200452,310.64141379128677,1331,67.98516448320457,85
-1,302.836836404368,311.671487902548,1525,36.55702419490401,211
-1,303.8150754364315,312.99246228178424,1364,60.095980673609425,204
0,301.63855512158636,310.5807224392068,1363,61.43372634492932,98
0,300.12479842145,310.3249224697884,2628,12.162492246978845,100
-1,303.3220181324377,311.88807252975073,1319,63.62934180038874,44
0,299.50250460920137,308.6944672487723,1378,49.794990781597285,225
0,303.1192800823953,311.5501282142277,2667,11.111568049437164,53
-1,301.8698913037356,310.3130720818965,1361,54.478953092241724,68
-1,299.1610318054002,308.56965371203654,1413,51.986897525309004,223
0,302.277738642957,310.81095457182784,1377,46.95582949930128,166
0,300.7072503508947,310.32345480065067,2740,8.648613349267972,32
0,301.41262758027267,310.12856265817544,1366,60.762117259182034,40
0,303.1415673133811,311.4575035006408,1334,57.9131486293254,2
-1,298.6950217557562,309.1292781432612,1271,68.00995648848753,187
-1,302.2,310.6,1339,51.19813486608302,159
0,302.4708833860886,310.8021484019152,1294,62.4183746043355,121
0,300.9867595829948,310.0549693053782,1325,67.97876222557514,157
-1,300.76622015868105,311.21972001175413,1266,66.22805924185711,209
0,299.26573343926236,310.233916600461,1367,48.85087490069156,229
0,302.47129883314295,311.9498864790001,1419,54.16127378207087,212
-1,300.1805540020786,309.85544376091457,1324,44.83127756029101,207
-1,299.09486511411006,309.49878141595445,1374,52.18729306012901,224
0,301.8566666171515,310.1524998885909,1287,65.92833405130291,107
-1,302.6,310.4,1364,65.98857805969598,78
-1,301.47291680803096,310.2869485668317,1287,63.289889543729174,20
0,300.49932119577977,310.56029146868786,1390,60.703394021101104,64
-1,302.17151048715874,311.66814191476243,1498,36.835226657633946,205
-1,302.29963014405024,310.4007397118995,1349,46.75610262317121,164
0,301.8711840627274,310.3711840627274,1326,54.11181256745759,82
0,302.6518889531651,311.02922151518385,1245,67.99244418733957,192
0,303.2,311.41399189772267,1348,54.41564349979877,7
0,301.3250311471248,310.54080094894067,1689,30.451314150151326,226
0,299.5424188138872,309.35149832305035,1381,52.218212760842896,218
-1,303.33917162752954,312.54700595303547,1258,58.34977043692244,209
-1,300.5536299686125,309.763848140549,1312,65.03417970297662,192
-1,302.28132627937805,310.62879576762685,1363,54.064222932144034,154
-1,302.87255807914346,310.78706969497216,1351,49.296837378398365,33
0,299.7174390567659,309.7453976867271,1465,58.98536321169471,173
0,298.3623859611115,309.19894196709436,1459,57.77487540014178,207
-1,301.145161668967,311.8679316665313,1371,58.84933499472286,210
0,301.09454647646055,310.6178483460937,1356,52.004412080706665,189
-1,298.1121014710483,309.15694205946755,2596,12.37152897026621,111
-1,299.42941558434705,309.7406677018142,1371,56.51202004517967,204
0,299.5119170452189,308.6319414436839,1370,63.456019518772024,35
0,300.6010411290116,310.91041129011626,1398,48.07238427374995,216
0,301.78704964316097,310.40774384477015,1376,49.75914435778728,23
-1,301.9869933733554,311.36264900783664,1529,37.50047682507726,207
0,303.32710339518957,311.89299131958825,1368,55.17990528522216,111
0,301.0504289498991,310.57303923629024,2748,8.36783085917346,24
-1,303.36304009260357,311.7782405556216,1512,39.6329506470364,222
0,302.33012257480624,310.65901940155015,1359,47.19299292946016,65
-1,299.8740009937288,310.1628585624698,1288,69.53871662807516,61
0,302.47684214357923,310.9327424064711,1329,53.6888642669363,200
0,302.81426869568554,311.31847938620496,1336,59.87906567760418,1
0,303.1949138898888,311.7504964561801,1305,61.021215804494254,214
-1,302.84128277456085,310.75430899420957,1255,64.07013475159295,205
-1,302.2,310.6,1337,52.06073675157513,159
0,298.3194154016827,308.1007307478966,1418,38.099269252103426,202
-1,298.73864717891865,308.58361658759065,1514,32.850135962372825,210
-1,299.93728090473246,310.2628022093213,1475,43.27664702782042,235
-1,302.46558002947,310.182790014735,1327,50.961409690564714,145
-1,301.60044590634106,311.55859344536566,1445,51.092075414145995,217
-1,302.310683769847,311.3392687610261,1441,54.81733159180903,181
-1,300.7605551001208,310.74459210679555,1397,58.12770394660221,190
0,298.1002130502411,308.97710335020406,1459,58.225275016252425,207
0,303.4348140524181,312.73481405241813,1426,47.21764181543055,213
-1,298.1671958545473,308.56783088000395,1365,52.26465575272038,219
-1,302.3113829567376,310.7971542608156,1376,47.30569147836878,21
-1,299.9748706663761,310.2,2769,7.688064827886816,169
-1,298.3489046597668,307.7465029717061,1510,31.0960675224302,208
-1,302.6407516488191,312.10572270051756,1364,60.032485525849246,205
0,300.6525377187215,310.2118655703196,1363,64.70672148401873,207
0,301.1400457784923,310.1696584531248,1777,27.392711277572715,221
-1,298.9494997867409,308.53712484005564,1302,65.89732310771127,42
0,302.14884324587996,310.72724942386276,1360,46.548070998023945,67
-1,301.7768182341747,311.0450317368254,1399,53.905961915809485,211
-1,298.0684943503393,308.473977401357,1352,55.443776833377235,205
-1,300.8659834455161,309.9827355148266,1444,61.47982853715628,150
0,301.5547469047826,310.7,1333,64.43206603130552,0
0,300.8778982362948,310.52473820300355,1358,60.3,206
0,302.54501920377953,310.31752880566927,1358,56.48524964913389,65
-1,304.26362332934866,313.63356008352883,1509,35.136376670651316,205
0,299.2573244901334,309.03960264125493,1400,45.62368223005453,220
-1,302.0036912838086,310.4036912838086,1356,57.80620760004826,108
0,300.13648677154174,309.6273650786563,1397,44.0824338577086,214
-1,299.9848751337318,309.733023739008,1419,63.97006397594121,184
0,298.9754923392329,309.0239813102925,2680,10.993429533763816,74
-1,297.95871237228437,308.9168340521918,1396,52.21565266743798,213
-1,300.8791638107556,309.8979684012148,1342,56.51143389401477,203
0,300.96295462633645,309.9478455160157,1408,45.78634569395599,203
0,302.868579433021,311.771858461057,1393,56.27650720247397,132
0,300.11866493256366,311.51866493256364,1373,48.722982229134075,222
0,302.17361586163514,310.43148781551355,1284,68.09475203074774,112
-1,302.3799578644102,311.0801685423592,1336,67.4196207796918,196
-1,301.8517068862153,311.3903886227459,1362,61.22263652693882,203
1,301.53352366560046,310.56966958063015,1623,34.78574675925091,227
-1,302.0695061579196,311.13584265118476,1278,69.80158483232722,88
-1,298.4348667024558,309.21570831096517,1335,55.67854155482578,206
0,301.96068429511837,309.98034214755916,1344,62.4,107
-1,298.09219761600656,308.9468074968069,1378,56.017730834397696,201
-1,299.1,309.9003900415566,1319,54.54319146419135,225
-1,299.4510530432524,310.54126365190285,1363,59.47342043512142,188
0,302.2,310.6,1352,50.76819701812998,128
-1,299.32678063497536,309.8200441167647,1383,47.76686886850467,206
0,301.96463857391495,310.9075580504785,1350,60.25047752704205,206
0,301.8440666949381,309.9920889265841,1284,68.16798517890265,111
-1,298.43437301484664,307.98958200989773,1376,51.505905645221546,218
-1,302.58099795137986,312.0651629108631,1287,68.42715881362278,0
-1,302.69203940650397,310.701990148374,1369,47.49601970325198,11
-1,301.97087532736214,311.15048629297894,1441,48.965075082347525,196
0,301.8194675694431,310.72296173611056,1700,30.42529118055563,222
-1,299.41053668650716,309.19029277434305,1514,48.337219241836564,227
0,302.4,310.4194220842087,1372,47.91589268426147,151
-1,300.6028267152563,311.71860986847844,1335,57.33321588338485,193
0,302.59882349056335,310.9988234905633,1329,48.697650283246084,110
-1,299.8290971227368,310.13455995305253,1256,70.81092566063148,136
0,301.7495810564214,310.2495810564214,1367,51.91089253304353,71
-1,301.80129266850315,310.21266158356286,1312,57.53927741919185,41
-1,298.26200942986344,307.6612073724387,1327,60.647192799013375,186
0,302.313373426898,310.617831235864,1284,68.06369479402267,113
0,302.2360219396867,311.4481206682766,1371,53.03308601448945,208
0,302.2669080016862,310.80072400505867,1359,48.66473598651017,131
-1,300.4057665505065,311.765400696961,1271,59.678623692039196,198
0,303.41618884572273,312.4223363283186,1363,62.995354918780734,201
0,300.3671563619896,311.16642181900517,1380,64.63336819571268,136
0,300.28264971042273,310.88180886422504,1671,29.70662427605677,216
-1,299.19590611240267,309.6326310023248,1278,60.103070415698,208
0,302.39304416632723,310.37913249898173,1323,51.42839639352771,126
0,303.4,311.53540101754623,1301,52.78139084208394,47
-1,303.3384194184926,311.63051651095554,1506,42.11963873224763,226
0,301.25713118046104,310.1623986402912,1329,53.656766610012134,203
0,297.00829525375656,307.8207381343914,1316,61.22488576126963,200
0,297.8190787090985,308.512719139399,2570,12.746820215150253,124
0,299.0278080444356,308.69780026158065,1256,69.92883008509665,116
-1,301.3762840561652,309.9,1310,61.60217730627309,194
0,301.9752515509001,309.9752515509001,1375,48.38712267364986,174
-1,302.516951426412,311.25280505311787,1519,35.0678965364267,213
-1,301.9360463029149,309.97209260582986,1369,47.382564609637306,177
-1,302.88737971727915,311.1178016253671,1330,63.19159879815884,53
0,300.6609294651985,309.42855544083613,1368,56.67913768328974,29
0,303.0,311.03747310225356,1363,47.984783327611176,115
0,303.5851058643294,312.7851058643294,2662,11.280846914635033,28
-1,299.0895645657963,308.35270847875074,1512,31.83824353315424,210
0,299.6,309.36349998479443,1872,23.389100001013702,222
-1,300.90263257860533,310.50806694831186,1285,62.53512598851374,184
0,303.0577043881176,311.57311316435283,2693,10.227869514852992,73
0,300.7973147534656,310.4183888520794,1646,30.884763769257955,218
0,302.54763723810845,310.71909309527115,1306,57.65274476216896,128
-1,298.9850467141906,308.8718458036309,1330,53.95922901815434,206
0,302.3119654512564,311.0821013888266,1336,62.06556215335433,0
-1,297.02743579861414,307.8151618887078,1315,61.22960178271524,199
-1,299.9115752529365,309.62161744388885,1394,59.55983123619035,193
-1,302.05509020396005,310.42596649342914,1311,55.721391763097806,40
0,302.6515961059772,312.3515961059772,1465,50.41433099193671,251
0,300.70221268699544,311.3087318411957,1321,67.22390356540112,18
0,302.4,310.3,1374,52.336334934886075,161
0,303.4281858441914,311.5640929220957,1365,46.78725662323452,61
-1,301.9818053834111,310.4818053834111,1369,44.91854657278393,84
-1,301.814751560138,309.9,1308,58.788677489114356,196
0,299.6976422586539,310.6023577413461,1928,22.98932008610135,204
0,297.7049334311876,309.05112164921337,1323,61.03676818998468,208
-1,299.2990047695871,309.3222348050352,1454,42.681859361933455,208
0,298.3095903817035,309.3039612446167,1336,56.094996322589495,205
0,300.1604068233603,309.08969893413666,1368,63.30343368862111,41
-1,297.3033745959108,308.23789754359586,1359,52.88611312206828,211
0,300.75634071022927,310.3551790741986,1653,30.49080348763357,217
0,302.7,310.5235687114331,1350,44.01545887470867,9
-1,302.0183482890646,310.41834828906457,1355,57.0367148241092,108
-1,302.8738813153687,311.5810368416102,1335,66.8622510506021,50
-1,298.9528264447681,309.8504677670065,1373,55.71651074433117,201
0,296.0531340183424,306.7218900305707,1241,74.17492785326058,93
-1,302.2093128350484,310.61396925257264,1348,48.29290239694302,160
-1,302.4107089301785,310.9,1348,46.415913440266785,148
-1,300.230068863017,309.38596163267545,2827,5.741854402333963,214
-1,301.7128444535348,310.9532111133837,2723,10.181655648731715,23
-1,300.12124020025954,309.7345139539859,1397,59.946904985094555,192
-1,301.84355398002094,310.95415625431855,1269,63.40029832882536,184
-1,302.9766425261341,311.1355233681788,1306,51.93503621079884,43
-1,300.04665247480574,311.25124772908254,1372,59.45124772908256,210
-1,302.33414746120457,310.42113671839394,1331,52.0373886695604,154
-1,302.34675463695976,310.3240263910879,1359,56.84545649174365,67
0,296.6600592418032,307.73343206967206,1256,69.31952606557424,104
-1,302.7143155969178,310.7200418356849,1368,47.68037652116461,10
