Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min]
-1,297.4,308.2,1386,41.0,35
-1,300.6,311.0,1563,40.7,87
-1,301.5,310.7,1942,20.5,155
-1,303.5,313.1,1897,23.6,75
-1,302.5,310.2,1329,50.6,148
-1,297.4,308.6,1439,51.9,188
-1,299.1,310.6,1796,26.0,90
0,298.8,309.6,1384,48.2,39
-1,297.4,308.3,1347,45.8,43
-1,299.1,310.5,1471,38.4,146
0,302.4,310.1,1358,54.6,61
-1,303.5,312.8,1877,22.3,96
1,298.6,309.1,1423,44.3,29
0,303.6,311.9,1617,36.0,95
0,297.2,308.3,1604,39.4,9
0,300.8,309.7,1519,39.7,16
0,300.8,309.9,1444,46.0,180
-1,300.8,310.1,1405,61.2,189
0,300.5,309.8,1508,37.8,150
-1,300.5,309.9,1382,46.5,134
0,300.7,310.8,1469,46.4,75
-1,298.3,309.0,1471,48.3,91
-1,298.9,310.1,1602,38.2,58
-1,298.8,310.1,1481,47.4,187
-1,300.6,309.6,1684,32.8,53
1,297.3,308.1,1477,52.3,2
-1,297.4,308.5,1369,53.2,43
0,300.2,310.3,1704,29.4,221
0,302.2,311.1,1434,58.6,102
-1,300.1,309.5,1353,50.9,34
-1,297.4,308.7,1468,46.6,94
-1,299.2,310.5,1391,45.8,38
0,298.7,310.3,1481,41.5,83
0,302.2,311.2,1544,43.6,63
-1,298.6,309.4,1316,51.4,52
-1,298.9,310.2,1409,54.8,140
-1,296.3,307.1,1654,29.6,188
-1,300.2,311.5,1383,42.1,60
-1,301.7,310.6,1471,43.8,80
-1,302.1,310.6,1385,53.6,5
-1,298.2,307.8,1528,31.1,194
-1,300.2,309.4,1527,37.0,194
1,297.7,308.2,1526,40.1,165
-1,297.4,309.2,1584,42.8,186
0,300.9,309.4,1724,25.6,119
-1,302.4,311.2,1450,47.9,154
0,297.4,308.4,1564,35.0,105
-1,303.8,313.0,1365,59.9,205
-1,300.7,312.4,1470,38.6,56
-1,302.2,311.7,1488,44.6,178
-1,299.4,310.5,1514,36.1,169
-1,299.6,310.8,1400,40.8,118
1,297.7,308.9,1479,40.9,87
-1,304.2,313.8,1401,53.9,142
-1,299.1,310.3,1411,42.1,74
-1,301.3,310.5,1390,45.8,63
0,299.5,310.7,1424,41.3,101
0,299.0,310.0,1337,57.4,146
-1,297.4,308.3,1548,46.6,7
-1,303.4,312.2,1337,69.4,52
-1,302.5,310.3,1551,37.3,168
1,296.4,307.1,1638,32.5,146
0,298.1,308.8,1811,25.4,147
-1,297.2,308.3,1419,39.7,115
1,300.7,311.9,1329,59.2,121
-1,301.2,310.8,1461,40.6,47
0,300.8,310.9,1514,38.7,66
0,303.4,312.9,1422,39.9,63
1,296.9,307.9,1557,36.5,63
-1,297.0,308.1,1429,54.0,138
-1,300.3,311.5,1446,45.0,82
-1,301.1,311.1,1387,53.1,188
1,298.8,309.8,1490,35.9,171
0,300.0,309.9,1530,34.5,71
1,302.7,310.4,1305,55.2,20
-1,295.7,306.1,1408,47.9,117
-1,297.9,307.6,1747,25.3,136
-1,301.6,311.1,1907,21.5,102
-1,301.4,310.8,1770,24.1,112
0,301.0,310.4,1793,25.0,142
-1,300.6,311.5,1459,47.0,63
-1,301.2,309.9,1984,19.7,169
-1,301.7,310.7,2023,20.9,5
-1,301.3,310.3,1626,31.3,180
-1,299.5,310.0,1379,50.4,85
-1,298.8,309.8,1461,39.4,141
0,300.3,311.8,1483,45.1,181
-1,297.8,308.8,1579,32.9,70
1,298.2,308.8,1837,28.4,34
-1,297.2,308.6,1636,31.3,192
-1,299.4,308.8,1627,32.6,124
-1,299.7,309.2,1411,46.1,173
0,303.0,311.2,1460,43.9,103
0,297.1,308.4,1880,23.5,155
-1,300.5,310.6,1540,46.7,206
0,304.1,313.2,1427,46.9,123
-1,301.7,310.2,1435,48.1,12
-1,296.7,307.8,1605,31.3,128
0,301.3,310.8,1418,45.4,59
-1,298.1,308.0,1626,36.5,83
-1,295.9,306.7,1547,40.9,107
-1,302.4,311.5,1785,24.8,45
-1,298.1,308.0,1704,30.9,61
0,298.7,309.9,1411,45.1,51
0,298.1,309.4,1362,47.6,70
-1,298.3,310.0,1507,44.7,73
-1,298.4,309.7,1419,41.3,159
-1,298.5,308.0,1624,29.8,160
0,299.0,310.3,1494,46.6,144
1,299.8,309.2,1435,42.6,111
0,301.6,310.4,1455,39.0,118
1,300.9,310.8,1390,40.6,131
1,298.4,308.1,1891,24.7,158
0,300.9,310.8,1452,43.6,185
0,300.2,309.4,1456,48.8,205
0,300.1,309.2,1454,44.4,19
-1,300.9,311.1,1471,39.3,91
1,300.6,310.4,1510,42.8,124
0,297.9,309.9,1410,55.4,188
-1,301.5,310.7,1435,38.5,224
-1,300.6,310.1,1297,50.0,130
-1,297.4,308.6,1524,43.1,73
-1,301.0,310.5,1429,39.4,98
-1,298.3,309.1,1417,60.5,143
0,300.6,310.2,1532,38.7,16
-1,302.3,311.7,1414,47.0,11
-1,298.0,308.0,1524,37.0,49
-1,298.3,310.1,1523,45.9,99
1,300.1,309.3,1520,38.2,158
-1,301.8,310.7,1644,33.4,68
-1,300.6,310.2,1378,47.3,71
1,298.5,309.4,1573,33.6,143
-1,300.6,310.3,1484,41.0,213
-1,298.8,309.8,1563,33.7,143
-1,302.4,311.9,1541,37.9,192
-1,302.0,309.9,1388,51.4,183
1,299.3,308.9,1429,43.0,96
-1,299.0,310.4,1512,38.8,109
0,300.6,309.5,1557,33.8,84
0,302.3,310.9,1581,36.1,109
-1,298.7,309.7,1601,35.7,176
0,297.3,307.8,1538,48.0,171
-1,299.2,308.5,1387,51.1,98
-1,303.0,311.2,1456,44.0,142
0,298.6,309.2,1742,30.0,37
-1,298.0,309.1,1822,23.5,122
-1,298.1,309.0,1559,34.0,54
-1,299.2,308.4,1620,34.1,89
-1,303.1,311.2,1679,34.8,25
-1,297.4,308.3,1431,43.0,113
-1,298.4,309.5,1376,50.4,202
1,300.8,309.9,2041,19.2,194
-1,297.4,309.4,1466,45.5,53
-1,301.0,311.4,1481,37.5,193
-1,301.7,310.5,1523,34.7,181
0,300.6,311.6,1669,29.2,200
0,300.7,309.5,1838,24.9,66
-1,297.6,309.5,1569,36.2,63
-1,302.3,311.2,1758,24.4,68
-1,303.3,311.3,1409,51.8,16
-1,299.0,310.3,1483,39.2,153
0,302.5,311.9,1414,51.6,205
-1,301.5,310.5,1372,44.0,203
1,303.4,311.8,1693,28.3,175
-1,298.2,307.8,1585,34.6,78
1,298.5,309.7,1561,35.3,208
-1,295.6,306.3,1911,20.9,74
-1,301.7,310.9,1636,31.3,42
1,301.6,310.5,1786,27.1,35
-1,299.4,309.3,1544,36.0,197
0,298.9,310.1,1655,31.5,172
0,298.4,308.2,1499,40.0,211
0,300.6,310.6,1403,50.4,64
0,297.6,308.4,1507,46.0,51
0,300.8,310.7,1924,22.4,36
-1,301.0,310.6,1493,37.8,206
0,300.7,309.6,1421,49.8,165
0,303.1,311.0,1510,47.6,16
0,297.6,309.0,1427,45.6,179
-1,300.7,310.4,1543,47.3,203
-1,302.2,311.5,1346,52.4,157
-1,300.9,312.0,1533,44.0,162
-1,297.8,308.4,1374,47.1,150
-1,303.5,312.4,1574,32.7,175
0,299.2,308.6,1631,35.4,64
0,298.2,308.0,1969,21.7,32
0,298.5,309.0,1921,22.0,196
-1,301.5,310.5,1389,54.9,187
-1,302.2,311.5,1427,43.8,88
0,298.1,309.6,1549,38.7,43
-1,298.2,308.3,1402,51.0,141
-1,300.0,309.7,1326,61.9,80
-1,302.1,310.7,1325,45.1,208
0,300.9,312.6,1555,40.6,109
1,303.5,312.3,1386,49.0,35
-1,299.9,310.3,1638,29.1,152
-1,297.4,309.2,1620,33.2,28
-1,295.6,306.2,1426,48.6,124
-1,298.8,309.3,1450,44.8,63
1,295.6,306.2,1329,55.3,135
0,298.4,308.7,1421,60.7,119
-1,297.3,308.6,1486,42.6,105
-1,298.9,308.2,1686,30.4,53
-1,298.6,309.8,1704,28.3,64
-1,301.4,310.6,1648,30.7,90
-1,302.6,311.5,1885,27.5,147
0,302.8,312.3,1262,70.5,234
0,297.4,309.3,1622,35.0,123
0,300.5,309.8,1473,42.3,121
0,300.7,311.3,1348,53.0,35
-1,299.6,309.5,1803,27.7,159
0,298.0,307.8,1483,50.9,26
-1,298.3,309.9,1507,41.6,112
-1,300.7,310.7,1442,43.2,49
-1,298.2,308.7,1991,20.5,36
-1,299.1,310.2,1598,33.4,20
-1,298.8,308.7,1591,31.1,68
-1,300.2,309.3,1532,43.2,53
-1,298.3,307.9,1551,33.8,72
0,298.9,308.9,1487,39.5,30
-1,300.6,310.6,1514,39.5,87
0,300.1,309.3,1443,50.3,196
-1,295.3,305.7,1475,51.0,187
-1,300.5,311.9,1432,43.1,16
-1,301.6,310.9,1385,50.7,195
-1,297.9,307.7,1593,34.9,83
1,300.3,309.9,1509,46.6,125
-1,298.2,308.7,1408,46.3,3
-1,300.2,311.5,1549,37.2,67
-1,301.0,311.0,1804,25.8,174
0,299.8,309.4,1423,42.9,124
0,298.2,309.1,1411,45.8,157
-1,300.1,309.4,1694,27.4,44
-1,298.6,309.4,1471,48.0,141
0,302.3,311.0,1384,49.7,192
-1,298.4,308.7,1386,44.9,135
-1,296.7,308.0,1580,32.2,39
-1,301.6,310.8,1726,26.7,150
1,297.3,308.6,1376,53.5,112
-1,299.3,309.2,1775,24.2,125
-1,302.8,312.5,1462,43.4,68
-1,300.9,310.7,1573,31.2,2
-1,298.9,310.0,1719,27.3,58
-1,297.2,308.5,1471,41.7,41
0,298.5,309.6,1364,58.7,123
-1,302.5,310.9,1477,39.2,144
-1,302.1,310.8,1622,36.8,45
1,297.7,309.6,1697,32.2,210
0,298.6,309.0,1481,40.8,6
0,298.8,308.6,1507,42.3,207
-1,298.9,308.7,1564,34.1,99
-1,301.3,310.4,1440,41.5,197
1,299.1,310.1,1429,42.9,96
-1,298.2,307.8,1355,59.4,115
-1,297.3,308.0,1420,46.5,73
0,298.3,307.7,1520,41.4,10
0,298.2,307.7,1608,33.8,106
-1,300.7,309.3,1580,38.3,102
-1,297.6,309.5,1373,50.6,55
-1,300.4,311.6,1674,33.0,172
-1,300.7,309.5,1578,35.4,34
-1,302.7,310.4,1489,42.7,33
-1,302.2,311.6,1462,50.0,51
-1,300.8,310.7,1339,59.1,203
-1,295.8,306.5,1505,35.2,86
-1,300.0,309.6,1738,28.7,51
-1,302.3,311.6,1309,57.6,77
-1,296.6,307.6,1671,28.8,108
0,301.7,310.9,1435,48.0,66
0,301.9,311.1,1380,51.6,184
0,301.9,311.5,1492,40.8,150
-1,297.4,308.4,1664,28.1,67
-1,301.6,310.6,2103,19.7,12
-1,304.1,313.2,1452,48.0,126
-1,297.8,307.8,1573,37.9,33
-1,301.9,311.2,1435,44.2,16
-1,298.6,309.8,2271,16.2,218
0,301.4,310.4,1553,44.7,173
0,299.0,308.6,1645,33.4,22
-1,296.8,307.9,1611,35.4,72
-1,300.0,309.1,1431,45.4,90
0,298.0,307.5,1387,45.5,166
-1,301.6,310.7,1638,33.8,196
-1,295.5,306.0,1597,37.2,16
0,300.3,311.9,1677,30.8,48
-1,302.5,312.0,1383,51.3,190
-1,297.9,307.3,1824,26.3,5
-1,302.4,310.9,1560,31.8,172
-1,300.4,309.7,1740,31.1,113
0,302.0,310.6,1623,34.3,9
1,296.3,307.1,1774,25.9,154
0,300.7,309.5,1733,26.7,108
-1,302.3,310.8,1377,47.3,22
-1,302.3,311.8,1565,37.8,59
1,299.8,309.0,1467,37.3,193
-1,300.4,309.8,1549,38.9,150
0,297.9,307.3,1420,47.8,171
-1,298.9,310.1,1356,47.8,116
0,296.9,307.4,1521,37.9,27
-1,300.5,309.3,1373,48.8,211
-1,301.4,310.8,1285,62.6,183
1,298.9,309.2,1379,50.7,106
-1,301.5,310.7,1596,35.4,150
0,298.2,308.7,1599,36.2,28
-1,301.4,310.5,1633,39.5,0
-1,300.2,311.5,1685,31.0,193
0,299.0,310.3,1303,68.6,111
0,298.1,309.1,1572,37.5,126
-1,299.0,308.3,1441,44.0,48
-1,303.8,312.9,1619,35.7,182
-1,303.3,312.5,1968,20.6,130
-1,303.5,311.9,1565,38.9,12
-1,298.4,309.7,1581,34.6,150
0,297.7,309.0,1504,40.4,35
0,303.4,312.1,1499,39.4,197
-1,300.0,311.5,1445,41.6,81
0,299.2,308.4,1381,42.5,54
1,300.0,309.5,1735,28.9,82
-1,303.0,311.2,1374,48.2,65
-1,299.1,310.4,1519,45.3,92
-1,299.7,309.1,1483,41.1,208
-1,300.2,311.6,1500,39.0,174
-1,296.7,307.7,1502,43.9,84
0,300.4,311.9,1335,58.3,9
-1,298.0,309.6,1633,34.8,41
-1,298.2,308.9,1737,25.5,26
-1,300.7,310.3,1458,40.0,207
1,298.0,308.0,1479,50.7,70
0,304.1,313.5,1428,39.9,88
0,299.2,308.5,1474,47.2,132
0,297.8,309.8,1676,29.0,178
-1,298.8,309.9,1482,39.1,45
-1,303.2,312.5,1518,39.9,146
0,303.1,312.6,1567,32.9,132
0,296.2,307.2,1633,31.1,0
-1,302.6,310.5,1461,45.4,0
0,297.2,308.5,1425,45.8,109
0,299.7,309.6,1534,39.1,176
-1,296.9,307.8,1557,38.1,135
-1,303.4,312.6,1462,37.5,118
0,298.1,308.5,1372,51.1,116
-1,299.0,308.4,1356,52.6,188
-1,302.1,311.2,1369,50.8,164
-1,302.3,311.1,1589,29.9,141
-1,297.9,309.0,1382,43.9,116
-1,299.8,309.4,1555,34.8,122
0,297.9,308.8,1602,32.1,59
0,304.1,313.2,2028,18.9,45
0,300.1,309.4,1569,31.6,124
-1,297.5,309.4,1357,50.1,137
0,297.2,308.2,1405,42.5,204
1,303.6,312.5,1375,54.0,186
-1,298.9,308.5,1503,40.6,145
-1,302.5,311.1,1499,38.8,135
-1,301.8,310.2,2825,5.8,215
1,299.4,309.1,1547,40.9,50
1,297.6,308.3,1640,30.9,79
-1,300.7,311.2,1486,46.8,56
-1,298.2,307.8,1439,41.6,62
-1,299.4,308.9,1451,40.5,168
0,301.0,309.8,1594,31.1,143
0,299.2,308.5,1526,37.3,135
-1,299.9,310.5,1539,32.8,213
-1,301.7,310.2,1686,28.9,59
0,299.0,310.3,1635,34.5,168
-1,302.5,311.6,1400,54.0,196
-1,301.0,310.9,1404,41.8,71
0,298.0,308.2,1373,51.2,215
0,297.5,307.9,1544,37.9,136
1,299.6,309.1,1588,41.3,0
0,299.2,308.6,1367,47.6,168
-1,297.8,308.4,1685,28.4,179
-1,303.6,313.0,1593,31.6,52
0,304.2,313.4,1411,54.8,44
0,301.9,310.9,1421,46.2,26
-1,300.5,309.5,1777,23.6,0
-1,299.1,310.4,1657,31.0,129
1,304.0,313.2,1612,31.7,206
0,302.2,311.3,1931,21.9,101
-1,302.8,312.4,1651,27.0,200
-1,301.7,310.1,1500,39.6,56
-1,296.0,306.6,1511,35.2,119
-1,299.9,310.3,1268,53.3,146
1,295.6,306.2,1414,42.5,69
-1,298.3,309.1,1395,49.8,133
-1,304.0,313.3,1294,54.6,102
-1,298.8,310.0,1389,49.6,149
-1,300.4,311.8,1636,32.3,7
-1,298.0,307.8,1453,37.7,119
0,298.6,309.7,1675,28.4,115
-1,298.8,310.1,1653,30.3,119
-1,298.2,308.0,1411,42.4,48
0,303.5,311.6,1562,34.2,107
-1,295.7,306.1,1343,54.4,119
-1,300.0,310.5,1606,33.5,135
-1,303.7,312.5,1481,33.3,182
-1,300.7,311.7,1499,38.4,205
-1,299.0,310.4,1504,34.3,48
-1,297.4,308.1,1435,45.7,110
-1,298.9,308.4,1301,51.1,138
-1,300.7,311.8,1443,43.7,217
0,298.1,307.9,1463,47.3,206
-1,299.6,309.1,1369,51.4,164
0,297.4,308.8,1628,37.4,144
0,299.8,310.0,1632,33.7,172
0,299.1,310.8,1517,38.4,185
0,298.0,307.5,1524,36.3,98
-1,302.4,311.0,1338,67.6,194
-1,300.3,309.9,1377,55.3,4
0,295.6,306.1,1418,46.2,24
-1,299.3,308.6,1437,48.1,67
-1,296.6,307.4,1436,42.8,156
-1,300.1,310.5,1500,39.8,107
-1,298.9,310.2,2737,8.8,142
-1,301.8,310.6,1452,48.4,110
1,303.0,312.5,1698,30.0,89
-1,300.4,311.7,1373,47.2,3
-1,302.3,311.7,1611,38.6,143
-1,300.8,312.3,1435,44.8,134
-1,298.3,308.1,1326,58.4,90
0,299.1,310.4,1524,51.4,66
-1,300.5,311.8,1524,38.9,214
0,297.0,307.9,1422,53.0,115
-1,303.4,312.0,1521,35.9,215
-1,297.5,308.6,1546,33.8,139
-1,300.0,311.2,1629,31.7,62
-1,300.2,311.6,1356,53.5,132
-1,302.4,310.1,1645,31.6,93
-1,299.8,309.5,1739,27.5,128
0,297.3,308.6,1584,29.4,141
-1,297.4,308.4,1328,61.8,98
-1,300.4,311.8,1433,42.2,14
0,302.3,310.1,1563,37.8,31
-1,298.5,308.4,1513,33.6,172
-1,300.7,309.8,1330,54.4,171
1,299.0,308.7,1940,19.9,98
0,297.5,308.6,1486,45.9,78
-1,297.1,308.1,1487,34.6,208
0,299.6,309.4,1605,29.8,142
0,302.2,311.0,1436,47.0,187
-1,302.5,310.2,1716,29.9,156
-1,301.4,310.4,1471,37.5,193
-1,299.1,310.5,1437,43.1,40
0,297.4,308.6,1657,33.1,156
-1,300.7,310.2,1493,35.9,10
-1,302.0,309.8,1480,40.0,199
-1,298.5,308.0,1404,48.1,32
-1,301.9,311.0,1669,32.2,191
0,298.1,308.1,1452,40.8,56
-1,298.7,309.9,1446,43.3,46
-1,299.0,308.7,1892,22.8,96
-1,299.2,310.3,1610,33.3,233
-1,302.2,310.7,1567,36.4,100
-1,302.0,309.8,1649,31.0,152
-1,297.6,309.4,1958,22.1,108
-1,301.1,309.8,1493,38.9,149
-1,298.4,309.3,1512,35.8,18
-1,298.4,308.8,1352,56.7,24
-1,300.4,311.1,2013,20.1,195
0,295.5,305.9,1518,44.1,194
0,297.4,308.4,1675,29.5,59
0,301.3,310.4,1501,39.8,187
1,300.6,311.7,1427,44.6,87
-1,299.0,310.4,1606,31.1,134
-1,300.2,309.8,1506,41.8,161
0,301.7,310.0,1391,50.6,195
-1,300.6,309.8,1688,28.6,135
-1,298.8,308.4,1473,41.1,128
-1,300.8,312.0,1477,37.3,164
-1,299.8,309.4,1480,40.9,2
-1,300.2,310.2,1440,42.9,191
-1,300.7,309.3,1425,45.3,100
-1,300.5,311.6,1365,53.0,85
-1,302.7,312.3,1858,25.4,2
0,298.0,309.9,1445,45.2,55
1,298.7,309.3,1402,45.3,190
-1,298.6,309.8,1497,41.6,118
-1,302.4,310.1,1709,31.8,100
-1,300.1,309.2,1326,55.9,55
-1,298.9,308.2,1828,23.8,26
1,304.2,313.5,1627,32.2,91
-1,301.3,310.5,1503,48.6,72
-1,301.7,311.1,1644,32.8,206
-1,298.0,308.7,1771,26.2,206
-1,298.2,309.0,1601,35.8,43
-1,298.2,308.8,1666,31.5,30
-1,302.4,311.0,1462,48.5,81
0,300.5,311.4,1390,51.9,68
-1,302.5,310.3,1446,44.0,146
-1,297.6,308.7,1460,46.7,150
-1,298.5,309.5,1547,33.1,68
-1,300.3,309.8,1466,41.2,156
-1,300.3,310.4,1336,54.4,52
-1,297.7,308.7,1829,24.9,17
-1,303.5,312.1,1674,30.8,0
-1,297.3,308.0,1447,49.0,61
1,299.2,310.6,1704,30.6,160
0,300.5,311.9,1875,22.1,100
-1,298.7,309.9,1404,47.1,64
-1,302.1,311.2,1454,59.2,153
0,299.3,310.8,1523,40.9,141
0,301.6,310.5,1414,49.3,106
-1,303.6,312.9,1588,31.9,53
1,300.3,309.7,1452,41.5,139
0,298.9,308.2,1372,63.6,30
0,302.9,312.2,1292,54.4,136
0,298.0,307.4,1463,46.5,182
1,297.6,308.2,2071,18.5,144
1,298.3,308.1,2636,12.8,84
-1,297.5,308.2,1563,38.2,15
-1,298.8,310.0,1537,39.9,190
-1,298.5,310.2,1676,32.7,18
-1,299.6,311.0,1430,38.3,124
0,301.0,312.1,1664,28.4,168
-1,302.2,311.5,1481,40.4,93
1,297.7,308.5,1720,29.9,210
-1,297.3,308.7,1587,35.8,148
0,300.2,309.5,1434,51.5,189
0,300.7,311.0,1334,53.9,150
-1,302.0,310.4,1895,23.2,161
0,299.3,308.7,1420,50.3,208
-1,301.7,311.0,1548,40.3,21
-1,300.7,310.9,1723,31.0,73
0,302.3,310.9,1710,30.4,218
-1,301.7,310.6,1743,26.2,71
-1,298.9,309.9,1365,46.5,75
-1,302.1,310.7,1465,40.7,13
-1,298.4,309.4,1540,43.2,141
-1,297.4,308.3,1465,42.0,13
0,300.9,310.7,1696,27.3,76
1,298.0,307.8,1588,35.4,114
-1,298.8,309.1,1393,52.6,167
0,297.1,308.5,1621,32.4,194
0,301.7,311.1,1489,41.4,108
-1,304.4,313.6,1569,38.4,11
-1,299.2,308.4,1436,41.8,28
-1,299.3,308.9,1258,69.4,119
1,298.1,309.1,1425,44.5,49
0,300.4,311.4,1352,57.3,116
-1,298.4,308.2,1850,27.0,194
0,297.3,309.0,1556,39.5,168
-1,300.9,310.9,1755,27.9,148
-1,300.6,311.5,1419,38.6,31
0,300.8,310.3,1868,24.5,95
0,298.3,307.7,1717,27.1,7
-1,300.5,311.9,1576,31.1,149
-1,297.2,307.9,1309,49.6,167
0,300.3,311.7,1646,28.9,198
-1,301.3,311.0,1576,30.4,151
-1,303.6,312.3,1451,43.4,119
0,299.5,309.1,1422,45.3,103
1,301.1,310.6,1388,58.5,68
0,302.0,310.4,1608,33.1,97
-1,299.0,310.4,1371,53.8,228
-1,298.5,309.6,1462,45.1,115
0,297.5,308.0,1560,39.0,141
-1,299.0,310.1,1664,29.7,89
-1,297.4,308.4,1580,41.2,66
-1,302.6,311.5,1599,37.0,211
0,298.8,309.8,1551,36.6,15
-1,301.8,310.3,1688,28.8,31
0,297.2,307.9,1687,30.4,82
-1,303.5,312.5,1418,42.2,170
1,300.6,309.4,1555,37.9,24
1,298.9,310.1,1491,45.3,133
-1,300.5,310.7,1606,33.5,121
0,300.1,309.2,1385,46.1,120
-1,297.2,308.3,1805,25.6,103
0,302.3,311.5,1445,44.8,65
-1,298.5,309.3,1630,33.3,116
-1,297.4,308.3,1284,60.3,50
0,300.6,309.7,1428,42.6,23
0,300.5,309.3,1881,25.5,98
-1,297.5,308.8,1312,50.3,159
-1,301.1,311.1,1508,41.5,184
-1,297.2,308.7,1463,49.9,146
-1,302.6,310.8,1486,36.4,160
-1,297.7,309.4,1392,44.1,140
-1,299.1,310.0,1367,56.3,203
0,299.3,309.3,1523,37.9,204
0,297.4,308.2,1530,32.6,22
-1,300.4,311.9,1868,21.3,92
-1,297.9,307.8,1365,46.9,73
0,300.2,310.1,1474,44.0,198
0,301.3,311.0,1402,47.5,197
0,299.7,309.6,1540,34.4,91
0,299.0,310.6,1587,34.2,141
0,302.6,312.1,1611,39.9,210
0,298.2,309.0,1508,40.5,192
-1,298.9,309.0,1601,32.3,202
-1,297.5,308.5,1375,55.6,128
-1,298.2,309.2,1922,22.6,132
-1,299.6,309.4,1643,32.9,145
-1,299.2,309.1,1605,34.3,107
-1,298.7,309.9,1593,42.5,146
0,301.2,310.9,1460,46.7,166
-1,299.7,310.6,1675,31.3,129
-1,298.8,310.0,1487,41.4,152
-1,298.6,309.9,1564,37.1,30
-1,297.3,308.1,1458,45.7,202
-1,299.4,309.2,1552,37.4,37
-1,299.3,309.1,1795,24.7,187
-1,300.0,309.0,1454,51.7,2
-1,300.1,309.4,1560,47.7,26
0,303.3,311.8,1489,49.4,64
0,302.2,310.9,1302,53.4,58
0,299.1,310.0,1437,41.1,192
-1,299.4,309.0,1436,47.9,75
-1,299.8,309.4,1609,32.5,27
-1,298.9,310.2,1533,42.8,138
0,298.0,309.0,1409,49.1,85
0,298.9,309.8,1392,43.1,218
-1,300.8,310.5,1482,39.0,47
1,298.3,309.5,1521,37.1,84
0,296.9,307.8,1544,37.6,109
0,298.2,308.3,1476,43.5,129
-1,298.9,309.6,1583,39.8,202
0,302.9,311.1,1926,21.8,58
-1,299.0,310.2,1690,30.7,244
-1,303.7,312.2,1619,34.9,92
-1,301.7,310.7,1542,40.0,188
1,300.7,310.8,1518,40.1,142
-1,301.0,311.4,1478,39.5,75
1,297.2,308.6,1486,46.6,98
0,302.2,310.7,1601,33.0,166
-1,298.9,310.2,1498,50.2,160
1,301.6,310.4,1330,49.5,30
0,302.0,311.2,1400,49.5,20
1,302.6,311.0,1438,51.0,106
-1,299.8,309.0,1614,30.8,100
-1,302.3,310.1,1321,52.7,134
1,300.8,310.5,1559,40.1,220
0,295.6,306.2,1477,45.0,40
0,296.7,307.6,1547,34.7,150
-1,303.9,313.0,1408,47.5,76
0,301.5,310.5,1737,29.3,114
1,298.8,310.0,1530,38.3,53
-1,302.6,312.0,1447,45.5,173
-1,302.7,310.6,1686,26.3,9
-1,299.3,309.0,1786,23.5,100
-1,303.8,312.9,1589,37.2,203
-1,299.0,310.2,1682,28.8,49
-1,297.3,307.9,1579,34.4,193
-1,300.1,309.1,1353,58.7,86
-1,302.0,311.2,1270,65.3,182
0,300.1,311.4,1524,40.6,98
0,299.9,310.0,1484,42.1,182
-1,301.7,311.2,1418,38.0,166
-1,301.4,310.4,1433,43.4,86
-1,301.4,310.4,1436,49.7,108
-1,300.0,310.2,1760,26.9,193
-1,298.4,309.3,1806,27.6,64
-1,300.5,310.8,1354,51.8,157
-1,296.6,307.4,1521,38.6,173
-1,301.8,310.7,1441,49.3,58
-1,300.6,311.7,1528,43.9,185
-1,298.7,309.0,1691,30.1,154
-1,301.5,310.3,1415,41.6,28
-1,300.7,310.1,1721,32.3,170
0,298.0,309.0,1562,39.2,155
1,303.8,312.5,1655,28.0,170
0,300.3,311.7,1551,36.4,84
0,301.5,310.8,1628,36.4,167
0,300.6,310.9,1702,30.3,91
-1,303.4,312.3,1540,38.7,96
-1,301.2,311.0,1670,33.0,200
-1,298.4,309.3,1542,35.4,208
0,304.1,313.5,1470,45.8,85
-1,301.3,310.4,1414,51.4,199
-1,302.8,312.2,1458,51.0,42
-1,296.9,308.0,1713,29.3,13
1,299.7,309.6,1553,41.0,179
1,298.3,309.1,1484,37.0,28
-1,299.8,310.4,1694,30.3,204
1,298.6,309.8,1279,55.9,152
-1,302.4,310.2,1633,28.0,164
-1,299.7,309.4,1362,51.9,117
-1,299.5,309.3,1442,46.2,5
1,297.3,308.3,1935,19.3,24
1,295.6,306.3,1509,35.8,60
-1,300.1,311.4,1438,42.2,139
1,298.9,308.6,1623,31.0,180
-1,298.2,307.6,1511,31.0,209
-1,302.4,310.2,1445,46.4,125
0,301.5,310.7,1359,47.1,115
1,304.0,313.1,1408,39.8,132
-1,298.3,309.0,1519,40.0,96
-1,302.2,311.5,1489,38.3,35
0,302.6,311.0,1329,48.6,111
1,297.6,309.0,1735,26.4,41
-1,301.3,310.3,1460,41.5,197
0,303.8,312.5,1366,45.1,143
0,295.8,306.5,1641,32.2,101
-1,298.9,309.6,1589,34.2,197
-1,299.5,309.2,1690,29.2,108
-1,303.6,312.0,1309,52.9,86
0,299.7,311.2,1560,43.9,126
1,300.5,309.9,1397,45.9,210
-1,300.6,310.4,1608,39.2,221
0,301.8,310.6,1459,40.2,128
-1,303.8,313.0,1427,43.0,0
0,298.2,307.9,1403,45.1,193
-1,296.8,308.0,1371,54.5,86
-1,303.7,313.0,1811,24.3,209
-1,301.0,310.6,1588,33.7,114
0,301.7,310.9,1644,32.5,201
0,301.2,310.1,2280,15.7,11
-1,297.4,308.3,1704,27.3,65
1,298.6,308.3,1377,52.1,181
-1,300.2,311.7,1493,48.3,167
1,297.3,308.0,1384,49.1,206
